Rating,Professor Gender,Comment Text
4.0,M,really fun in class and defintiely into what teaching be ready for him to get really side tracked and share quite a bit about his personal life almost always hilarious though he really cares about what he teaches and when he assigns readings you really do need to do them if not you can get by but be difficult
4.0,M,dr arrey is an extremely funny and smart professor many people find him to be mean but he truly wants everyone to pass his class is extremely hard but its pretty straightforward study everything in his packets
4.0,W,tests are reasonably easy if you prepare you are given test outlines she is very helpful gives opportunity for extra marks bonus assignments at the end of the semester she is very well organized and to the point one of my best professors
5.0,W,super nice great teacher super helpful if you show up and put in effort she will help you to get a good grade
3.0,W,she will help you learn a lot about writing you need to be organized and do your work
4.0,M,i loved professor sadkowski a very funny guy with somewhat interesting lectures you have to read a lot in his class or else you pass his quizzes are based from his mini-books you have to read along with the class one read or else you pass pretty hard to without them
5.0,M,i loved his class his sense of humor was amazing he also attempted to learn name the only problem i had with the class is that i care for some of the books
3.0,M,way too much work for an lac humanities course a great funny guy but this class was difficult and i went to every class and hardcore studied the course guidebook helps immensely it has study guides in it but tests are still difficult make sure you read the books he assigns the grading scale is super lenient i got a which is a b
3.0,M,sadkowski was a nice guy but his lectures were really boring and there was a lot of reading involved tests were difficult but he has a pretty nice grading scale so it evens out a bit
3.0,M,sadkowski is one of the nicest professors ever had i took humanities with him and his lectures can get really boring because all he does it talk and you have to look through your course packet and write down what he says if you follow along then you pass he gives study guides to use before the tests but overall i liked him
5.0,M,there are a lot of readings outside of class but he covers the main ideas in lecture well papers are pretty big but manageable and he leaves feedback in a timely fashion i feel like i learned a lot in both law and the courts and law and politics and would definitely recommend those classes
2.0,M,only grades are papers and exams he is a tough grader you have an extra credit opportunity where you can type three papers but you can only get a total of one combined all tests are on quizlet but you only get minutes for questions i thought the class was super boring you have a total of papers attendance is required
5.0,M,fyi professor scott peters is listed on myuniverse as christopher s peters dr peters has been an amazing professor for every class i have taken with him he is so knowledgable on our courts system and he is so good at teaching in a way that is understandable to those with no knowledge of law or politics highly recommend this professor
5.0,M,peters is a really great professor this is the or class taken with him and he always has very clear grading criteria clear explanations during class and a real passion for what he does extremely knowledgeable but if he know the answer to a question you have take time to find it for you excellent guy
2.0,W,horrible so many papers she is a tough grader at least papers due every single week not sure if it is different in-class but i will never do this again
1.0,W,lot of writing but fine with that great textbook choice test match the coursework covered the issue is if you regurgitate the views she shares not the text or material the way that she wants your grade will suffer
3.0,W,dr p is an odd character but overall psych of women is very easy the class consists of or take home exams and no homework or quizzes very easy she will go off on a tangent for hours if you let her
3.0,W,easy a for sure administered the wrong exam twice to us still made us take the correct exams sure she lost exam because we still received our grades the semester is about to end gets off topic definitely feel like a level course she is a nice lady and accepts late work exams mult choice one paper
4.0,W,tough grader thought the class would be easy and work to improve my writing as not pursuing a degree in the humanities if serious about becoming a better i would highly recommend her nice person and seems passionate and knowledgeable take your essays seriously she is not impressed by stoned rambling
5.0,M,not a whole lot of formal teaching there were some lecture notes but not every week but the textbook he uses is very informational and easy to understand so teaching myself that much of a problem lots of extra credit opportunities would take again would recommend to those who mind sort of teaching themselves
5.0,M,great lectures homework assigned helps with studying for tests practice quizzes were similar to tests he responds to emails within the same day
5.0,M,best teacher had at pierce in my two years here so far i highly recommend taking his class if you get an opportunity very clear grading with very manageable work loads he always sets dates and lets you know what is due when and how to do it gives answers on all homework lots of extra credit opportunities i ended the class with over
5.0,M,one of the easiest and best classes ever taken homework was a breeze but exams require a little more work textbook is free online lots of extra credit he raised my to a amazing
3.0,M,this economics class was a solid choice for the most part his online readings were very clear and had good insights into economics however he makes you do at least one exam in-person at the testing center his two online exams were all multiple choice except for a few calculations his in-person exam was all short answer and was quite harder
5.0,M,this professor was awesome he gives a lot of opportunity for extra credit way more than any other professor i have had really hard to fail this class he drops the lowest of exams which means if you like your grade no final homework and discussions you get full points for just for turning it in on time there are no surprises
5.0,W,professor moore is the best math teacher ever had horrible at math and i struggled in this class but she helped me so much and never allowed me to give up she truly motivates you to want to do well and gives a lot of positive reenforcement tests are all cumulative which is tough but there are plenty of review sessions take her
5.0,W,kathy moore is the best math teacher i have ever had if you can get in her class do so she makes mathematics interesting and her passion for math makes her class fun she is very helpful and will explain how to do the problems in very clear simple ways her classes are the only time enjoyed math
5.0,W,professor moore was amazing makes math super easy and explains everything very well you do not need a textbook so you will save a ton of money i strongly suggest her
5.0,W,took dr knight for creative writing and was very pleased the woman is absolutely hilarious she was a nurse and a police officer before she was a professor so her stories go from real quick you write original pieces in various genres and done would recommend
4.0,W,she is very simple the class is clear to follow she can be a bit of a picky grader as she will not really give perfect scores for simple assignments she does let you re-submit to gain back any lost points and lets you turn in late assignments easy to approach easy to get a good grade if you just go to class and do all the assignments
4.0,W,dr saffran is an excellent choice for the class is either filled with seniors or graduate students so not competing with freshmen anymore her tests are tough but like kumar and expect the occasional trick question she adjusts the grade by a few points based on how well the class is doing straightforward
2.0,M,he does tell you what questions are exactly going to be on the exams thats why i did well in his class unclear in his teaching so i just memorize what he writes i honestly learned much from him he says easy a third grader can understand this been teaching this course for many years so of course easy to him
4.0,M,mitra is very knowledgable in math one of the smartest professors around he does get little annoyed when students ask him questions from previous courses he expects you to know everything however his reviews are similar to exams so do ll the class problems and review you should be fine not a real tough grader gives lot of partial credit
5.0,M,as always he do much to mislead his students he tests you on what he says test you on save for about points of stuff that on the review to see if you really learned anything and just memorize the review it is very easy to do well in his class and the graduate students love him
3.0,W,professor lectures are read straight out of the textbook but she cover everything in the required textbook so if you go to class you need to read the textbook i would suggest going to class because she does help with the online homework assignments not a bad professor but her polish accent takes a while to get used to
1.0,W,professor malitsky is not a very effective teacher there is no discussion section for this class and all her lectures are problems straight out of the book she is also not friendly at all all of the exams that go along with this class are a lot harder than any examples she does in lecture and are very hard to be well prepared for
5.0,W,incredible teacher has a great sense of humor and a true sense to ensure her students are learning material curves and other grades are very fair but you have to work for your grade
2.0,W,this class is unnecessarily hard because i knew that some of the ways we were taught could be much easier just by explain a different way to solve it i felt like she chose the hardest most challenging way to solve every single problem and that was the way we had to learn how to solve it this class could have been much easier
2.0,W,lectures are not interesting and she goes through the textbook word for word and does all of the textbook example problems she takes homework questions and works out all of the problems you ask her to the exams are much more difficult than the content she actually teaches
4.0,W,she teaches very fast but if you attend all of her lectures you will be fine for her stat class there are quizzes tests and then a final be sure to review your to make sure they were graded correctly because her ta this year marked several things wrong that were not overall she is very funny and tries to make it fun
3.0,W,a funny professor and will make you laugh but her teaching skills good she moves really fast and cover all the material you see in the textbook her grading is really strict if you take this class consider going to tutoring for extra help
2.0,W,the worst math teacher ever had her tests are insanely hard and your grades are solely based on that picky when it comes to grading tries to be funny and relatable skip class or you know anything
5.0,W,love dr kim park she is very straight to the point there are absolutely no surprises in her class very nice grader too surprisingly a funny professor too you just have to catch her in the right moment use text homework is online very prompt grader i was worried about this class but she made it very basic and easy to understand
5.0,M,professor dilek is a great professor she is very caring and always ready to help she provides study guides and review sessions when possible he has mid term tests she does offer extra credit that involves going on a field trip i would definitely recommend her she is great you regret taking her
5.0,W,professor dilek is a great professor she is very caring and always ready to help she provides study guides and review sessions when possible he has mid term tests she does offer extra credit that involves going on a field trip i would definitely recommend her she is great you regret taking her
5.0,W,the professor explains and lectures on material in a way that can be easily understood she is more than fair with questions grading and extra credit gives great handouts for note taking
5.0,W,awesome teacher this is not an easy class where you show up and get a grade you will have to work for it she offers ec and study guides for the test which are essential show up pay attention take notes work hard complete the work and study for the exams did not need the textbook her notes and power points were detailed enough
5.0,W,she is such a great teacher she literally helps you out with anything you get and makes it easier to understand she gives you all the reviews before exams and finals they can be hard though if you study very nice and helpful teacher would definitely recommend her
4.0,W,i loved this class and this professor it was a hybrid class which meant we only came in once a week for labs and learned the lecture material ourselves i was pretty worried about the labs and dissections but they were actually pretty easy the lecture material too hard to grasp if you read the book great class she offers extra credit
4.0,M,a smart and funny guy he goes off topic here and there but he covers all the information he needs you will actually learn in his class if you like history like him the class is pretty much just lecture with midterms not the easiest class that ever take but also a class made for freshmen
1.0,M,professor reed is a good guy but his lectures tend to drag on and he goes off topic a lot the grading system for this course was wack your grade is made up of midterms and if you mess one up you may as well drop the course definitely go to the ta sessions before the midterms
1.0,M,even understand what his lectures were about follow them it sink in
1.0,M,mr reed is not very good at teaching his lectures drag on and on to the point where it made me decide to just not go to class he loves to go off topic during lectures too your grade is based on essay exams one that is points then the other two are advice go to the ta and si study sessions you learn more there and get to the point
2.0,M,while he may know what he is talking about he talks for so long and brings in so many random references to the lectures such as star trek or his daughter that the important parts become unclear there are only exams for the semester and these are your only grades so be sure to attend the si and ta sessions before each exam
1.0,M,take this class whatever you do professor reed is very intelligent but he rambles about the most random things he brings up glocks and tommy lee jones at least once every lecture you only have three or four grades which are all in class essays the ta si sessions are where you learn and get to the point take econ instead
1.0,W,be prepared to read over pages a week along with all of your other classes also be prepared to write very detailed essays think gonna get by with anything to basic this is a class so the fact that she requires such detailed writing is kind of ridiculous the difficulty of this class rivals many of my upper division courses
4.0,W,this class has a lot of reading so be prepared to stay up to date on the homework but everything assigned is very interesting she is good at grading and responding to messages in a reasonable time i genuinely learned a lot from this class
5.0,M,professor pratt is the best professor that i have ever had at law he cares deeply about his students and you can tell that enjoys teaching he is friendly hilarious and makes even the dull aspects of contract law interesting i wish i was able to take more classes with him as i know he has tremendously improved my legal reasoning
5.0,M,his class is fail proof as long as you turn in all the excel assignments before the final you will be able to get full credit for them that means you probably have to show up for the class his assignments are very detailed which are meant to help you out he tells a lot of jokes and is very sweet only a course
5.0,M,this is an easy pass class and mike is a super nice guy he is always trying to help people and is understanding just miss class because then you have to do the class work at home
5.0,M,nicest professor encountered pass the course if you turn in every assignment overall i would recommend him to anyone and the easiest course taken
5.0,M,he is super caring and actually wants everyone to pass you work through the excel assignments as you need to at your own pace the class is kind of set in a way that the assignments are online and you kinda just sit in class and work on them he has like little sheets you turn in as proof of doing the work
5.0,M,he is honestly one of the sweetest people i have encountered he is so kind and genuine and really cares about his students the class is an easy a and he is a very very good person
5.0,W,i took her for summer online she was easy to get a hold of and has all your work put up the first day just wait till last min to do work she gave plenty of time to do final and quizzes i also had two discussion papers to write that are around paragraphs overall an easy class make sure you do work in a timely manner
3.0,W,i took her online social psych class and the class is just reading the book and doing homework out of it about or chapters w approx assignments eahc due in a month it can be a lot but just pace yourself and do things early and you can get everything done however the stuff that you read is really interesting and eye opening
5.0,M,cute teacher and passionate about what he does easy if you read over lecture notes nice guy
5.0,M,by far my favorite professor at msu he is absolutely brilliant and an overall genuine person he will relate the class material to every day situations which will help you understand it better if you pay attention in class the tests are simple definitely take him
1.0,M,professor caspi was super cool at first but then he did a complete a tough grader and help when is needed does give good feedback but he is no help i learned nothing from the class it was mainly theory and psychologist based which takes a lot to understand but he care if you were confused avoid him if you can
2.0,M,he might be an interesting guy and professor who knows a lot about the subject but definitely not the best professor for immanuel kant his class makes kant more difficult and confusing than it should be
5.0,M,ask for what you need and you shall receive need clarification want to know what the point is want diagrams of how all of philosophy fits together you got it yes reg is famous for his tangents but be interesting funny and thought provoking i highly recommend going to office hours even if you just need someone to talk to
5.0,M,reg is a great professor who is a master at working with students on their own terms where he lacks in organization and simplicity in his explanations he makes up for with his ability to make spontaneous connections to what you are interested in he has an incredibly rich understanding of any reading material because read much of it times
5.0,M,dr burns is the best professor had at texas tech he is very tough on you but once you graduate and you are in the real world you will realize his class is of vital importance his plethora of experiences worked on saturn v professionalism and knowledge of it project management are all used in it world
4.0,M,dr burns has been in the rawls since the building was erected his class can be dry at times but you learn what you need to for your future careers he had a ta that graded our project grammar and we got a lot of points taken off he averages the substance and grammar grades together all in all very difficult work hard and you will do fine
3.0,M,he is a terrific person and a good teacher he cares for his students and does his best to help you lots of homework but you have plenty of time tests were questions the final is questions tests are also pretty difficult with a ton of information to cover but if you study the homework you will be alright answer questions in class for ec
5.0,M,dr burns is a nice professor i love to hear his real life stories lectures are kind of interesting some slides are wordy but you need to read them to pass the test we form one team during semester and deliver many reports so expect to write a lot there are homework sets and closed notes closed books exams overall thump up
2.0,M,he is fine take this course with him if you just want to pass but not to learn to love math of sitting in class and watching him struggle with technology but he is trying to get everyone to pass all midterms are take home you will get an a if you show up and try a little
1.0,M,warning do not take this class dr class is too all over this place his instructions are so unclear he makes basic algebra seem like rocket science he is very rude to his students at times he care if you are on your phone if you have to take him just show up sit in the back and bring headphones
1.0,M,although it was a super easy class he made me hate the subject he rambles on too much and his notes are all over the place he does have a good heart and tries to get his students involved in learning but he yells a bunch attendance mandatory but there is in class quizzes almost every class
5.0,M,take him if possible i loved his class and learned so much only grades though all exams and paper so study but material was explained throughly and in a way youll remember
5.0,M,he is very smart and has a great teaching style he teaches about interesting things that you would want to learn about he is awesome
1.0,M,definitely avoid at all costs i had heard all the terrible things about him and wanted to give him the benefit of the doubt but all true you pass if you give him precisely what he wants to see
4.0,M,okay so the trick with kaminsky is you go to him every chance you get to check your projects if you follow the examples given and he approves of it basically golden otherwise in trouble probably gave me the most anxeity of any professor ever had though
1.0,M,do not take this man if you have the chance avoid at all costs if you get stuck with him be prepared to lose a third of your project grades based on his opinion of your design design it exactly as he has written it or you get no credit no matter how functional says he is available outside of class however he is mostly unhelpful and curt
5.0,M,professor white delivers the best lectures in the computer science department at rit he makes it very clear that he will not waste his students time and teaches until the figurative bell rings his lectures are always clear and follow a logical progression as the semester goes on
1.0,M,he know how to teach and on midterms he asked questions that he did not awful professor
1.0,M,elements with sorry this happened to you do the reading take notes of how the justices argue the topics make categories of the arguments historical textual etc do the questions he gives recurringly for final exam practice attend class he reviews information talk to him after every class about class and write down his views
5.0,M,he is the best professor at um he is smart classes are boring sometimes but it would be good to learn miss practice classes the most important check the outlines and read
1.0,M,nobody knows what he wants to teach in this class there is no syllabus no grading information no battle plan to attack the class his lectures are boring and his sense of humor is lacking and annoying his final is straightforward but no one knows how he grades and how he came up with his inconsistent grades i will avoid him
3.0,W,the class is easy if you just do the supplemental tune up homework to study for the exam as they are exact copies of each other norma herself has some quirky characteristics about her and lecture is like a random dimension and makes no sense just do the homework for the extra credit and you will get an a the final is like the appendix though
5.0,M,one of the easiest classes at mcp as of yet for me would take him again if i could i cannot recommend him enough study the slides and do great on the exams all mc extremely easy a lab is also much easier than freshman bio labs
5.0,M,ned is an easy professor just review the slides before the exam and you will get an a he gives numerous amounts of extra credit if you pay attention in lecture then reviewing be much at all there are old exams and study guides to prepare you easy a
5.0,M,he was a great professor very specific in what is and is not going to be on the exam
5.0,M,awesome professor he made micro interesting such a genuine and funny guy he really cares about his students and does a great job portraying the material all of his lectures are online which helps with exams so much would take him again if my major required me to great dad jokes
3.0,M,we had a paper and a poster which was typical for this class and not horrible made the paper due in the middle of the semester which worked well for me however with assignments and due dates he was inconsistent and changed them frequently i mind getting a later due date but wish he would make up his mind
5.0,M,absolutely loved ned his lectures made the subject so much more bearable than it normally been so funny and his tests are basically his powerpoints i hated the lab but he had nothing to do with that such a great personality gonna miss the guy
4.0,M,lectures are helpful majority of what is covered in lecture will be on the exam he posts study guides past exams to help you prepare for each upcoming exam there are many extra credit opportunities if you take advantage of it something wrong with you
5.0,M,orgo with dr kelley is great he is such a smart man and know just about everything there is to know about orgo if you show up to class then i would suggest watching the lectures if you do either then going to have a hard time trying to pass this class the masteringchemistry homework helps do it
4.0,M,i honestly understand the complains with this guy i very much liked his lectures even though they could be pretty dull especially in the beginning the material is hard no matter what but there are so many oppurtinities for extra help hours and that curve though he curved so incredibly much it was awesome
3.0,M,lectures the best you mainly learn the material by yourself each exam is cumulative first exam not a lot of people finish he curves each exam but if you want to do well in this class you most definitely have to work for it
5.0,M,he is good as long as you expect what the subject entails the course is intended to cover all the basic aspects of database management systems and the professor does a satisfactory job at it he does teach outdated technologies so beware of that also he will make you work hard and cares about the effort you put in the project overall good course
2.0,M,lectures were pretty unclear and his assignments were pretty difficult if it for his extremely lenient grading probably be failing
3.0,M,professor fox is extraordinarily knowledgeable however his lectures are invariably delivered at a pace in a very dry monotone
4.0,M,professor fox is a wonderful person and he is very intelligent he knows what talking about although sometimes the lecture might be a bit boring because he just talk for an hour and occasionally show us images to demonstrate but in general very easy grader and exams are kind of easy too so this is the class to take if you want an easy a
2.0,M,i took class for introduction to human geography and let me tell you he gets so off topic his tests have almost nothing to do with what we learn in class hence you must read the book but overall he is very a easy grader when it comes to papers and tests everyone got an a on our only paper of the semester
4.0,M,avdulov is one of the most caring profs at smu he legitimately cared about your grades your attendance and your happiness in class but his class is difficult extremely difficult required an immense amount of dedication time and effort his grading scheme is vague thought i failed until i saw my grade very stressful
5.0,W,giampetro is the sweetest professor at loyola and her class is probably the best taken she makes the material so interesting and relevant there is a bit of homework but nothing too challenging need the test for the hw but you could split with friends in the class tests are right from class work not too difficult
5.0,W,literally the best professor ever had i still go to her for advice all the time her class was so interesting business law elective she gave us weekly readings and had quizzes which were literally mc qs or one short question pulled directly from the short homework sheets so sweet if you try a little get an a
4.0,M,hes a very intelligent man and he knows his stuff he will push you but as long as you stick with it then you will pass the way he teaches will prepare you for graduate school make sure you do your best and dont procrastinate remember your degree is no free ride dont take anything he assigns for granted and you will be ok
5.0,M,weber is a freaking amazing teacher did his layers of rome trip thought it was going to be a party you go over there to learn i learned more in one month with him than any other professor a tough grader expects a lot from you and is truly one hell of a teacher if you want to learn take this class if you want an easy a keep walking
1.0,M,he expects your to log in at different times to the discussion blog and reply to at least peers with a minimum of words he even grade most of the things he has his ta grade nancy she is a freaking hard grader she does not cut any slack also he assigns a homework assignment every week due on tuesday at get him
1.0,W,he expects your to log in at different times to the discussion blog and reply to at least peers with a minimum of words he even grade most of the things he has his ta grade nancy she is a freaking hard grader she does not cut any slack also he assigns a homework assignment every week due on tuesday at get him
4.0,W,nice prof for exams just study the notes understand everything memorize her tests are more applying what you learned than memorizing but very doable if you study while studying think of examples of the content and how you can write about things talked about the semester long group project sucks if you have a bad group
2.0,W,a sweet lady but about the only upside unfortunately she is also one of the worst lecturers ever had spends an insane amount of time talking about inconsequential things and flying through more complicated parts exams are not only more complicated than anything you do in class but also worded vaguely avoid her if you can
4.0,W,week summer course only take this class if you absolutely need to there is a ton of homework that averages about hours a night mcgraw hill based connect do all the practice the tests are hard but not if you study all the content the last two exams are challenging she provides powerpoints with her speaking professor did all she could
5.0,W,she is my favorite accounting professor at unlv
1.0,W,excessive work and a waste of time learned more from professors at csn than from this woman sua connect homework networking events and not enough time for exams she comes to class smiling but a smile welcoming you to hell also get ready to spend money on class materials not worth it
4.0,W,super hard class but she was a great prof
4.0,W,she co-taught the class with dr melendez as a result i believe most people compare her to melendez that being said many dislike her because she doesnt spoon feed you everything that you need to know for the tests which melendez does but if youre willing to pay attention during lecture and actually work a little for the class a great prof
2.0,W,by far the hardest class ever taken this class was so hard i studied all the time lecture is all over the place and it makes it very hard to take good notes very scatterbrained and her lecture is confusing with the powerpoint she makes she help you very much in the lab wish i could explain some more but i ran out
4.0,W,she is the sweetest professor she is kind of difficult but if you listen and study you will be fine
5.0,W,cynthia really makes sure you know she is there to help you at anytime she even came to our study group on a sunday in her personal time she expects you to work at learning not just show up anyone saying a bad professor willing to put the work in tests are a little tricky be careful
5.0,W,cynthia play she expects you to pre-read the material before coming to class each day then in class she expects participation she will ask you questions she tries to guide u to the answer but is often confusing how she does it she was very helpful outside of class she seems intimidating but is truly a kind soul ask she will help
5.0,W,i loved cynthia and the way she taught her class she lets you know there for you the whole way through you definitely float through cell biology because not an easy subject but if you do the work as she suggests and participate in class be fine so passionate about what she teaches a truly awesome professor
3.0,W,professor zacate is the type of professor where her instructions are pretty vague so you need to make sure to ask as many questions as you need to to get things cleared up she gives out a lot of writing assignments which work towards the ten paged paper at the end of the semester for extra credit she also explain the chapters often
3.0,W,prof dearing a bad teacher things to note about her class absences bring you down a letter grade being late by minutes times counts as an absence the final paper accepted late not even later that day she teaches grammar and essay structure if you want to read poems and analyze symbolism this the class for you
4.0,W,she takes off a final letter grade for every classes missed so skip too offen her quizzes are easy grade boosters and she teaches pretty straight to the book if bad at english you might struggle a little bit however a hardass and though her expectations are clear she grades tough i would take her again if i had to
1.0,W,this is the worst teacher at hvcc do not take her class she is not a good teacher at all she does not help she does not give any good advise drinks coffee and chocolate bars all class grades really tough my friend told me to drop her before school started and i should have listened absolute worst there
5.0,M,christian is like a wizard it takes him months to teach what the math department takes courses profs and months to teach poorly truly magical
1.0,W,kristine is one of the worst professors had incredibly full of herself and teaches her opinions like fact also technologically illiterate and wastes time trying to figure out the simplest things tests have confusing questions and she expects us to teach ourselves the material outside of class avoid
5.0,M,dr tompkins teaches for understanding not memorization come to class participate and pay attention hi lecture videos are exactly what he taught in class so if you understand something watch it until you get it his quizzes are short but difficult i cannot stress enough how important coming to class and paying attention are
5.0,M,genuinely difficult professor to navigate but that is mostly because he tries to make sure you understand the material which his quizzes and exams directly reflect do not bother skipping class because he teaches directly from his powerpoints and will quiz you accordingly really tried and still made a yeah and he round up either
5.0,M,great professor taking him in the summer is more difficult to manage tho would recommend him for regular semesters
4.0,M,tompkins is a very good teacher who cares about you understanding not memorizing the material his youtube videos are extremely helpful but his tests and quizzes are extremely challenging and quite difficult he does not care about your grade and makes it nearly impossible to get an a in his class too much information to learn for a week clas
1.0,M,this prof cares more about hearing himself talk than your education my peers busted their butts for and the b is with a curve on exams show him exactly the way he shows you if not you are wrong the biggest barrier to your success will be giving tompkins what he wants the way he wants it not learning the material
4.0,M,he is not that hard if you just want to pass quizzes are of your grade but they are only few questions each he grades purely on the curve his teaching style is to give you a solid understanding of the material which enables you to pass any test he throws at you he has lectures on youtube which really help very light workload
4.0,M,really great and caring teacher offers videos of all lectures so that you can study he wants you to understand the material and is always willing to meet for extra help prefers to call you on the phone to answer questions over emailing tough grader but completely fair
4.0,M,good prof cares and gives you multiple opportunities to succeed always willing to answer questions outside of class my first class with him tests are hard but watch the videos go to class and pay attention because it helps you learn definitely would take him again not an easy class though
5.0,M,professor tony hage is an amazing instructor i strongly recommended him very passionate explains in detail making complex info easy to understand shwd short cut go above and beyond to help students plenty of reviews materials available before after class labs a final overall an excellent professor i would take him agai
4.0,W,mary is overall a good teacher you do not need the textbook just the lab manual we almost never had lab or lecture even though we are supposed to she gives out occasional extra credit ask questions if you have any because she is not the best at explaining things for the practicals i would recommend using quizlet to help you study
5.0,W,mary is straight forward she only teaches the material necessary quizzes are from lab activities done in groups so attendance is important to get these points as long as you do the work and study you will do well she has a great sense of humor and i really liked her teaching style i feel i learned what i needed to
1.0,W,this professor has a tendency to get off topic incredibly easy she is a very nice and funny person but scatter brained is saying it nicely be prepared to teach yourself a lot on your own time lecture heavy with little hands on learning
5.0,W,dr brown is a great professor she does tend to get off topic often but funny and cares a lot about her students passing i wait to take another class with her
2.0,W,very disorganized will waste your time for sure with odd musings and unrelated tangents makes it very clear how little she knows often behind on material uses the lab time to make up lecture time give the big picture so you will have to teach yourself the material on the upside the exams are pretty easy if you use study guide
4.0,W,dr brown is a great professor anatomy is a very challenging course be she makes it enjoyable and understandable this was my second time around taking anatomy and with dr brown as a professor i passed with a b make sure to keep up with notes provided the greatest tool to passing this course is reviewing and using online lab tutorials
5.0,M,amazing teacher i would definetly take him again lectures are easy to follow and never boring
5.0,M,fina with him is considered a capstone fina course be solving cases and presenting throughout the semester extremely useful for finance students looking to apply what they have learned a very demanding course but be ready for the workforce thereafter he used to manage a multi billion hedge fund the best prof w expe
5.0,M,take class if you like group projects or presenting in front of class the group project very difficult but you will learn a lot as well his lectures are hilarious but the group presentations are often tedious very respected teacher and will listen to you his exams are very fair as well
1.0,M,worst teacher i had in jmsb he teach you anything and care about his students you know how he grades you sent him emails to review my exams he never replied horrible teacher
5.0,M,very smart guy and lenient with grading show up to class very often although i kept up with the homework and stayed on top of my stuff even though it might be hard to understand him at times definitely recommend him
5.0,M,one of the most knowledgeable and helpful professors i have had at grand valley i would recommend taking any class that he teaches
5.0,M,great professor bio really my thing but his sense of humor and stories he would tell related to class topics made class more interesting really cares about students and definitely wants to make sure we all succeed have picked a better professor
5.0,W,i learned so much from taking this class and i really enjoyed it she gives ppt lectures and provides links to articles and videos to help with the lecture she truly cares about her students success just do the reading take notes keep up with the discussions and wou will do well in the tests
5.0,W,i learned so much in this class at first it was overwhelmingly but she gives you linked learning to videos and her lecture notes with examples i found it fascinating that i not only understood about the developing child and adolescence but about myself i loved the inspirational messages and reminders that she included in her announcements
3.0,W,test day is a nightmare she is very concerned with making sure it is done correct which is fine but she can come across as very rude about it she touched my arm and lifted my sleeve to look for a watch the tests that bad honestly the paper was more difficult for me she is very specific about apa format so be careful with that
1.0,W,ida seems like a great nurse get me wrong however her class sucks her tests are ridiculously hard and her lectures are extremely boring she reads straight off the powerpoint so i not even shown up for class but had to the exams are all definitions of basically the same words i hate that this class is a pre-nursing class
1.0,W,these pre-nursing classes were the reason i decided nursing was not for me your grade is dependent almost entirely on exams and a final the tests are ridiculous with definitions and random questions over apa format and god knows what she walks around and stands over you while you test she is the only option but i would not recommend
3.0,W,you can tell from class that dr slusher is definitely a good nurse and knows the information she is teaching however she is very tough to please in class her tests are the hardest out of the pre-nursing classes all the answers can be right but you have to pick the one that is the most right you definitely have to work for your grade
2.0,W,ida you can tell she is an amazing nurse and an even better woman you can tell outside of class she is very nice but in class is different during exams she puts tissues in your face takes your jacket and once made me move my arm because i guess i could be cheating the class is hard dont get me wrong but it is definitely doable study
4.0,W,dr slusher deserves a lot more credit than most people give her she is someone i look up to for her accomplishments in nursing she is a professor that cares about the future of nursing and wants you to succeed slusher will prepare you for the rest of your nursing program and career lecture heavy funny intelligent has high expectations
3.0,W,as this professor was the only professor teaching the course i had no option but to take her class she seems to mean well and sure she is well respected in the nursing world but it was impossible to meet with her one on one and she failed to email me back a few times be prepared to study and pay attention in class or you will not pass
4.0,W,she is a great grader if you hand in a paper shell correct it and hand it back then you fix it and give it to her youll pass she only uses your top paper and test grades and gets rid of the other ones
1.0,W,does not use canvas very unorganized loses papers does not know what to do unclear instructions no drop boxes no grades online even say our grades when we ask you will know by the end of the semester is what she says very unfair what if someone is failing also does not reply any emails very not recommended waste of and time
1.0,M,dr horn has a very unique teaching style in short he really teach everything you need to know will come from the textbook the in-class activities will just confuse you and waste your time his tests are super vague and hardly reflect what was learned this class does not prepare you for later chemistry courses find another teacher
1.0,M,literally the worst teacher ever had do not take his class the average on every test was below a percent i studied everyday for at least hours the tests relevant to anything you learn in class he teach you anything i ended up with a percent in the class and he round up to a b for me
